Inches,Pixels,Kicker,Shooter,Hood
81.4,338,6132,7182,1827
81.8,337,6133,7184,1829
82.1,336,6134,7187,1832
82.5,335,6135,7189,1834
82.9,334,6136,7191,1837
83.2,333,6138,7193,1839
83.6,332,6139,7195,1842
84.0,331,6140,7197,1845
84.4,330,6141,7200,1847
84.7,329,6143,7202,1850
85.1,328,6144,7204,1853
85.5,327,6146,7207,1855
85.9,326,6147,7209,1858
86.3,325,6149,7212,1861
86.7,324,6150,7215,1864
87.1,323,6152,7217,1867
87.4,322,6154,7220,1870
87.8,321,6155,7224,1872
88.3,320,6157,7227,1875
88.7,319,6159,7230,1878
89.1,318,6161,7234,1881
89.5,317,6163,7237,1884
89.9,316,6166,7241,1887
90.3,315,6168,7245,1890
90.7,314,6171,7249,1893
91.1,313,6173,7254,1897
91.6,312,6176,7258,1900
92.0,311,6179,7263,1903
92.4,310,6182,7268,1906
92.9,309,6185,7273,1909
93.3,308,6188,7278,1913
93.7,307,6191,7284,1916
94.2,306,6195,7290,1919
94.6,305,6199,7296,1923
95.1,304,6202,7302,1926
95.5,303,6206,7309,1930
96.0,302,6210,7316,1933
96.4,301,6215,7323,1937
96.9,300,6219,7330,1940
97.4,299,6223,7338,1944
97.8,298,6228,7346,1947
98.3,297,6233,7354,1951
98.8,296,6238,7362,1955
99.3,295,6243,7371,1958
99.7,294,6248,7380,1962
100.2,293,6254,7389,1966
100.7,292,6259,7399,1970
101.2,291,6265,7409,1973
101.7,290,6271,7419,1977
102.2,289,6276,7430,1981
102.7,288,6282,7440,1985
103.2,287,6289,7452,1989
103.7,286,6295,7463,1993
104.2,285,6301,7475,1997
104.7,284,6307,7487,2001
105.3,283,6314,7499,2005
105.8,282,6320,7511,2010
106.3,281,6246,7377,2014
106.8,280,6253,7388,2018
107.4,279,6259,7399,2022
107.9,278,6266,7410,2027
108.5,277,6272,7422,2031
109.0,276,6279,7435,2035
109.6,275,6286,7447,2040
110.1,274,6263,7406,2044
110.7,273,6271,7419,2049
111.2,272,6278,7432,2053
111.8,271,6285,7446,2058
112.4,270,6293,7460,2062
113.0,269,6301,7474,2067
113.6,268,6309,7489,2072
114.1,267,6316,7504,2076
114.7,266,6324,7520,2081
115.3,265,6332,7535,2086
115.9,264,6279,7434,2091
116.5,263,6287,7449,2096
117.1,262,6296,7466,2101
117.8,261,6305,7482,2106
118.4,260,6314,7500,2111
119.0,259,6323,7517,2116
119.6,258,6332,7535,2121
120.3,257,6341,7553,2126
120.9,256,6350,7572,2131
121.5,255,6359,7591,2136
122.2,254,6368,7611,2142
122.9,253,6376,7630,2147
123.5,252,6385,7651,2152
124.2,251,6394,7671,2158
124.9,250,6402,7692,2163
125.5,249,6411,7713,2168
126.2,248,6419,7735,2174
126.9,247,6427,7757,2180
127.6,246,6435,7779,2185
128.3,245,6443,7801,2191
129.0,244,6451,7824,2196
129.7,243,6459,7847,2202
130.4,242,6467,7870,2208
131.2,241,6475,7893,2214
131.9,240,6483,7917,2220
132.6,239,6491,7941,2226
133.4,238,6499,7965,2231
134.1,237,6507,7989,2237
134.9,236,6516,8014,2243
135.7,235,6525,8038,2250
136.4,234,6534,8063,2256
137.2,233,6543,8088,2262
138.0,232,6553,8113,2268
138.8,231,6564,8138,2274
139.6,230,6575,8164,2281
140.4,229,6586,8189,2287
141.2,228,6598,8214,2293
142.1,227,6611,8240,2300
142.9,226,6624,8265,2306
143.7,225,6638,8291,2313
144.6,224,6653,8316,2320
145.4,223,6669,8342,2326
146.3,222,6685,8367,2333
147.2,221,6703,8393,2340
148.1,220,6721,8418,2346
149.0,219,6741,8444,2353
149.9,218,6761,8469,2360
150.8,217,6782,8494,2367
151.7,216,6805,8519,2374
152.6,215,6828,8544,2381
153.5,214,6811,8527,2388
154.5,213,6835,8552,2395
155.4,212,6860,8577,2403
156.4,211,6886,8603,2410
157.4,210,6913,8628,2417
158.4,209,6941,8653,2424
159.4,208,6970,8677,2432
160.4,207,6999,8702,2439
161.4,206,7030,8726,2447
162.4,205,7061,8750,2454
163.4,204,7093,8774,2462
164.5,203,7126,8797,2470
165.6,202,7159,8821,2477
166.6,201,7193,8844,2485
167.7,200,7228,8866,2487
168.8,199,7263,8889,2493
169.9,198,7298,8911,2503
171.0,197,7334,8933,2517
172.2,196,7370,8954,2535
173.3,195,7310,8918,2556
174.5,194,7347,8941,2580
175.6,193,7384,8962,2607
176.8,192,7421,8984,2637
178.0,191,7459,9005,2670
179.2,190,7496,9026,2705
180.4,189,7533,9047,2742
181.6,188,7571,9067,2781
182.9,187,7608,9086,2821
184.2,186,7645,9106,2863
185.4,185,7682,9125,2907
186.7,184,7718,9144,2952
188.0,183,7755,9162,2997
189.3,182,7791,9180,3044
190.7,181,7827,9198,3091
192.0,180,7862,9215,3139
193.4,179,7772,9171,3188
194.8,178,7808,9188,3236
196.2,177,7842,9205,3285
197.6,176,7877,9222,3334
199.0,175,7911,9239,3383
200.4,174,7944,9255,3431
201.9,173,7977,9271,3480
203.4,172,8010,9286,3528
204.9,171,8042,9301,3575
206.4,170,8074,9316,3622
207.9,169,8105,9331,3668
209.5,168,8135,9345,3713
211.0,167,8166,9359,3758
212.6,166,8196,9373,3801
214.2,165,8226,9387,3844
215.8,164,8255,9400,3886
217.5,163,8284,9414,3926
219.1,162,8313,9427,3966
220.8,161,8343,9441,4004
222.5,160,8372,9454,4041
224.2,159,8401,9468,4077
226.0,158,8430,9481,4112
227.7,157,8320,9430,4146
229.5,156,8347,9443,4178
231.3,155,8373,9455,4209
233.1,154,8401,9467,4239
235.0,153,8428,9480,4268
236.8,152,8456,9493,4296
238.7,151,8485,9506,4322
240.6,150,8514,9520,4347
242.6,149,8544,9534,4371
244.5,148,8575,9548,4394
246.5,147,8607,9563,4416
248.5,146,8639,9578,4437
250.5,145,8674,9594,4457
252.6,144,8709,9611,4476
254.7,143,8746,9628,4494
256.8,142,8784,9646,4512
258.9,141,8824,9665,4529
261.1,140,8865,9686,4545
263.2,139,8909,9707,4561
265.4,138,8954,9729,4577
267.7,137,9000,9753,4592
269.9,136,9049,9778,4608
272.2,135,9099,9804,4623
274.5,134,9151,9832,4638
276.9,133,9205,9861,4654
279.2,132,9260,9892,4669
281.6,131,9316,9925,4686
284.1,130,9373,9959,4703
286.5,129,9431,9996,4720
289.0,128,9489,10035,4739
291.5,127,9580,10100,4759
